Address,LocationName
"2015 East Riverside Drive, Building 6, Austin, TX 78741","Academy of Hair Design, Inc."
"5834 North 43rd Avenue, Glendale, AZ 85301",All American Barber Academy L.P
"516 West Orange Avenue, Tallahassee, FL 32310",World Class Academy of Beauty Careers
"108-22 Queens Boulevard, 2nd Floor, Forest Hills, NY 11375",Ferrara?s Beauty School
"12832 West Sunset Highway, Airway Heights, WA 99001",International Beauty Education Center
"888 Newark Avenue, Jersey City, NJ 07306",The Florence Academy of Art
"3655 Research Drive, Genesis Building C, Las Cruces, NM 88003",Burrell College of Osteopathic Medicine
"16803 North Marketplace Boulevard, Nampa, ID 83687",Paul Mitchell The School Nampa
"6425 N. Hamilton Avenue, Lincolnwood, IL 60712",International Career Institute
"350 West Washington Street, Suite 100, Tempe, AZ 85281",Bryan University
"43141 Business Center Parkway, Suite 102, Lancaster, CA 93535",Charter College - Lancaster
"11 Buffum Dam Road, Oxford, MA 01540",Technology Learning Center
"1296 N. Federal Hwy, Pompano Beach, FL 33062",Pets Playground Grooming School
"650 Poydras Street, Suite 1400, PMB 133, New Orleans, LA 70130",Nations University
"7955 NW 12th Street, Suite 119, Miami, FL 33126",UAC School of Global Management
"417 Montgomery street, 2nd Floor, San Francisco, CA 94104","Intrax English Academies, LLC d/b/a Stafford House International"
"1980 Gallows Road, Tysons Corner, VA 22182",Capital College
"1050 Revolution Mill Drive, Greensboro, NC 27405",Priority Nursing College
"620 South West Governer View, Topeka, KS 66606",Rasmussen College - Topeka
"220 Brooks Street, Worchester, MA 01606",Porter and Chester Institute
"2001 W. Sample Road, Suite 401, Deerfield Beach, FL 33064",International Preparatory School
"1400 Pierside Street, Bldg 190, Suite C, North Charleston, SC 29405",International Diving Institute
"330 7th Ave, 2nd Floor, New York, NY 10001",Study Group: Higher Education North America
"8230 Old Courthouse Road, Suite 425, Vienna, VA 22182",Tysons Institute
"330 7th Ave, 2nd Floor, New York, NY 10001",Embassy English
"8401 Ohio Street, Merrillville, IN 46410",MJS College School of Nursing and Business
"200 Whyte Avenue, Roseville, CA 95661",Hoss Lee Academy
"200 Whyte Avenue, Roseville, CA 95661",Hoss Lee Academy
"1400 Willow Avenue, Elkins Park, PA 19027",Albert Career School
"5225 Canyon Crest Drive, Building 300, Suite 350A, Riverside, CA 92507",American English Institute
"24 Aviation Road, Suite 100, Albany, NY 12205",Empire State English
"115 Pace Center for International Programs, Troy University, Troy, AL 36082",English as a Second Language at Troy University
"37 West 26th Street, 5th Floor, New York, NY 10010",New York General Consulting
"3732 Sauk Trail Road, Richton Park, IL 60471",Ultimate Touch Barber College
"2150 Lafayette Road, Indianapolis, IN 46222",Kenny's Academy of Barbering
"1151 North Bragg Boulevard, Spring Lake, NC 28390",Regency Job Training Institute
"6500 Colerain Avenue, Cincinnati, OH 45239","Cincinnati School of Barbering & Hair Design, Inc."
"1619 Chillicothe Street, Portsmouth, OH 45662",Elite Institute of Cosmetology
"4444 1st Avenue NE Suite 410 &12, Cedar Rapids, IA 52402",La? James International College
"3220 Louisville Avenue, Monroe, LA 71201",Celebrity Barber School
"Woodcrest Plaza, Unit #21, 1490 Haddonfield Berlin Road, Cherry Hill, NJ 08003",Jolie Health and Beauty Academy - Cherry Hill
"2575 West Mason Street, Green Bay, WI 54303",Academy of Beauty Professionals
"525 Westhill Boulevard, Appleton, WI 54914",Academy of Beauty Professionals - Appleton
"6414 Odana Road, Madison, WI 53717",Academy of Beauty Professionals - Madison
"200 East Randolph, Lower Level 1, Chicago, IL 60601",National Personal Training Institute
"10933 Marks Way, Miramar, FL 33025",Concorde Career College
"3440 N Andrews Ave., Oakland Park, FL 33309",COSMIX School of Makeup Artistry
"901 S Miami Ave., Suite #303, Miami, FL 33130",Miami Media School
"5110 Dakota Lane, Denton, TX 76207",Northwest Lineman Training Center
"Calle Jose de Jesus Esteves #7, Arecibo, PR 00612",Xtreme Career Institute
"5026D Campbell Blvd., Nottingham, MD 21236",Education Affiliates*
"9047 E. Florence Ave, Downey, CA 90240",Golden State University
"4701 West Gate Blvd, Austin, TX 78745",AOMA Graduate School of Integrative Medicine - Austin
"1799 Lake St. Louis Blvd., St. Louis, MO 63367",Hope Montessori Educational Institute
"3879 Rhodes Ave., New Boston, OH 45662-4900",Daymar College - New Boston
"12801 Fair Lakes Parkway, Fairfax, VA 22033",California University of Management and Sciences Virginia
"570 Lakeland Plaza, Cumming, GA 30040",MAK Beauty Institute
"14665 ? D Lebanon Road, Old Hickory, TN 37138","Master?s Barber & Styling College, Inc."
"5400 Phoenix Avenue NE, Albuquerque, NM 87110",A Better U Beauty Barber Academy
"1759 W. 20th Street, Detroit, MI 48216",DSDT
"3700 South University, Suite 10, Little Rock, AR 72204",C. Alexander School of Cosmetology
"3532 West Hamilton Avenue, Nashville, TN 37218",Excel Barber and Style College
"4800 East Huron River Drive, Ann Arbor, MI 48105",International Training Fund
"3740 North Watkins Street, Memphis, TN 38127",Jett College of Barbering
"304 S. Col. Rowe Blvd. (2nd Street), McAllen, TX 78501",McAllen Careers Institute
"40 North Swan Road, Suite 100, Tucson, AZ 85711",Pima Medical Institute-Online
"2240 Bluestone Drive, St. Charles, MO 66303","Dale Carnegie & Associates, Inc."
"855 Commonwealth Avenue, Room 552, Boston, MA 02215",Boston University
"P.O. Box 7718, Ewing, NJ 08628-0718",The College of New Jersey
"850 Greenfield Road, Lancaster, PA 17601",Pennsylvania College of Health Sciences
"2820 Camino Del Rio South, Suite 100, San Diego, CA 92108",California Institute of Arts & Technology
"5339 W 20th Avenue, Hialeah, FL 33012",Universal Vocational Institute
"460 Us-46, South Hackensack, NJ 07606",Mobile Technical Training
"220 Meijer Drive, Lafayette, IN 47905",Christina and Company Education Center
"110 North Broadway, Broken Bow, OK 74728",Totally Cosmo School of Modern Cosmetology
"110 Morgantown Road, Reading, PA 19611",American Barber Academy
"3461 Washington Boulevard, Arlington, VA 22201","Kenny?s Beauty Academy, Inc."
"3210 16th Avenue W., Seattle, WA 98119",Seattle Film Institute
"2055 Central Avenue, Fort Myers, FL 33901",Premiere International College
"13825 Icot Blvd #604, Clearwater, FL 33760",Center for Neurosomatic Therapy
"800 Kensington Ave Ste #201, Missoula, MT 59801",Montana School of Massage
"3018 Cliff Gookin Blvd, Tupelo, MS 38801",Waldrip Center for Therapeutic Massage
"2606 West Nob Hill Boulevard, Yakima, WA 98902","Elite Cosmetology, Barber & Spa Academy, LLC"
"601 Chalan Machaute, Suite 101, Maite, GU 96910",Mariacy Beauty Academy
"430 North Michigan Avenue, Chicago, IL 60612",Realtor University
"14200 Goldenwest Street, Westminster, CA 92683",Union University of California
"1600 E. Washington Blvd., Fort Wayne, IN 46803",Indiana Tech Law School
"6602 Park Heights Avenue, Baltimore, MD 21215",Women's Institute of Torah Seminary
"168 Maple Avenue, Monsey, NY 10952",Mechon L'Hoyroa
"5000 14th Avenue, Brooklyn, NY 11219",Bnos Zion of Bobov Seminary
"320 E D Street, Ontario, CA 91764",University of La Verne College of Law
"7936 Santa Monica Boulevard, West Hollywood, CA 90046",Lee Strasberg Theatre and Film Institute
"278 E Auburn Rd, Rochester Hills, MI 48307",National Personal Training Institute
"48 West 39th Street, New York, NY 10018",American Barber Institute
"1920 North Redmond Road, Jacksonville, AR 72023",Arkansas Welding Academy
"744 NE 125 Street, North Miami, FL 33161",Bellasa Professional Institute
"671 Addison Drive, Wynne, AR 72396",Delta Designs Cosmetology School
"2031 Kings Highway, Shreveport, LA 71103",Digital Media Institute at InterTech
"1701 Whitney Mesa Drive, Suite 104, Henderson, NV 89014",Finishing Trades Inst. of the Southwest (FTI-SW) Painters Glaziers and Floorcoverers Safety Trng Trust Fund
"303 Scarlet Oaks Drive, Cincinnati, OH 45241",Great Oaks Career Campuses
"1434 Cypress Creek Parkway, Suite B, Houston, TX 77090",Mystros Barber Academy
"274 South Orange Avenue, Newark, NJ 07103",New Community Career and Technical Institute
"4057 California Street, Brooksville, FL 34604",Suncoast Technical Education Center
"537 Cajundome Blvd., Ste. 211, Lafayette, LA 70506",Academy of Interactive Entertainment Louisiana
"9301 Buck Road, Perrysburg, OH 43551",Penta Career Center
"8911 Aviation Boulevard, Inglewood, CA 90301",Spartan College of Aeronautics and Technology - Inglewood
"1285 Columbia Avenue, Riverside, CA 92507",California Technical Academy
"19401 South Vermont Avenue, Suite G100, Torrance, CA 90502",Victory Career College
"45 Sunset Strip and Route 10 East, Succasunna, NJ 07876","Cutting Edge Academy, LLC"
"5323 FIFTH AVENUE, BROOKLYN, NY 11220","FRANKLIN CAREER INSTITUTE, BROOKLYN"
"7708 Asheville Highway, Spartanburg, SC 29303",International School of Beauty
"308-312 West 36th Street, 2nd Floor, New York City, NY 10018",ACE Institute of Technology
"1411 Railroad Avenue, Bellingham, WA 98225",The Beauty Institute Schwarzkopf Professional
"500 Glamorgan Street, Alliance, OH 44601",Alliance Career Center
"550 West Cypress Creek Road, Fort Lauderdale, FL 33309",Azure College
"1400 West 6th Street, Brooklyn, NY 11204",Elyon College
"205 E. Southern Avenue, Suite 100, Mesa, AZ 86210",East Valley Medical College
"3904 Groton Street, San Diego, CA 92110",virtual design and construction institute  d/b/a cadteacher
"1255 Lynnfield Road,  Suite 160, Memphis, TN 38119",Lab Four Professional Development Center
"2913 Windmill Road Suite 12, Sinking Spring, PA 19608",European Medical School of Massage LLC
"6513 14th Street West, #103, Brandenton, FL 34207",Suncoast College of Health
"11200 W. Flager Suite 201, Miami, FL 33174",Life Line Med Training
"643 Martin Luther King Jr. Drive, Atlanta, GA 30314",Morris Brown College
"6100 Lake Eleanor Drive, Orlando, FL 32809",Florida College of Health Science
"3231 North Decatur Boulevard, Las Vegas, NV 89130",Success Education Colleges ? Nevada Career Institute
"825 Greenbrier Circle, Chesapeake, VA 23320-2637",Altierus Career College
"906 SE Everett Mall Parkway, 6th Floor, Everett, WA 98208",Altierus Career College
"3319 W Hillsborough Ave, Tampa, FL 33614",Altierus Career College
"7000 Chad Colley Blvd, Fort Smith, AR 72916",Arkansas College of Osteopathic Medicine
"2780 Jefferson Centre Way Suite 102, Jefferson, IN 47130",Caris College
"4200 NW 16th St, Lauderhill, FL 33313","Carleen Home Health Schools, Inc"
"4563 S Westmoreland Rd, Dallas, TX 75237",Cephas Center for Health Sciences
"1660 Chicago Avenue N-1, Riverside, CA 92507",Glen Oaks College
"512 West Maple Avenue, Suite 200, Vienna, VA 22180",Bestway Beauty School
"14555 Potomac Mills Road, Woodbridge, VA 22192",Altierus Career College
"6100 Mack Road, Suite F, Sacramento, CA 95823",My Beauty & Barber College
"2324 South West 8th Street, Miami, FL 33135",Community Technological Institute of Miami
"3111 North University Drive, Suite 300, Coral Springs, FL 33065","Emergency Educational Institute, Inc."
"6112-6114 Silver Star Road, Orlando, FL 32808","Hollywood Beauty Academy, Inc"
"639 N. 6th Avenue, Tucson, AZ 85705",Arizona School of Integrative Studies / ASIS Massage Education
"19 S. LaSalle Street, Suite 802, Chicago, IL 60603",The College of Chicago
"259 Grandview Avenue, 4000 Alton Road, Miami Beach, FL 10901",Genesis University
"8000 S. Education Drive, Terre Haute, IN 47802",Ivy Tech Community College - Wabash Valley
"1213 Elm Avenue, Brooklyn, NY 11230",Gamla College
"125 Newbury Street, Framingham, MA 01701",American Career Institute - Framingham
"4010 E. Lancaster Blvd., Lancaster, CA 93535",West Coast Baptist College
"111 Lake Hollingsworth Drive, Lakeland, FL 33801",LCI Lakeland
"1 John C Bruton Dr, Shawnee, OK 74804",Gordon Cooper Technology Center - Aviation Campus
"405 SW O Street, Antlers, OK 74523-0070",Kiamichi Technology Center - Antlers
"10800 N 140th E Ave, Owasso, OK 74055",Tulsa Technology Center - Owasso
"1901 N Hwy 88, Claremore, OK 74017-2209",Northeast Technology Center - Claremore
"924 E Charles Page, Sand Springs, OK 74063",Tulsa Technology Center - Sand Springs
"6160 South Syracuse Way #310, Greenwood Village, CO 80111",Augustine Institute
"1975 Concourse Drive, San Jose, CA 95131",Christian Witness Theological Seminary
"P.O. Box 790, Mars Hill, NC 28754",Atlantic University of Chinese Medicine
"822 South Robertson Blvd., Suite 300, Los Angeles, CA 90035",China International Medical University
"8322 Garden Grove Blvd., Garden Grove, CA 92644",Kyung San University
"386 North Glynn Street, Fayetteville, GA 30214","RITZ BEAUTY ACADEMY, LLC"
"3120 Wilkinson Boulevard, Suite D-1, Charlotte, NC 28208",Park West Barber School
"4201 John Marr Drive, Ste 206, Annandale, VA 22003",Cosmopolitan Beauty & Tech School
"1061 Markham Street, Conway, AR 72032",Arkansas Beauty School-Conway
"1024 East March Lane, Stockton, CA 95210",Hollywood Beauty College
"6330 Newtown Road Suite 211, Norfolk, VA 23502",Faith Bible College
"5526 State Road 26 East, Lafayette, IN 47905",Faith Bible Seminary
"10822 FM 1560, San Antonio, TX 78254",Christ Mission College
"6806 Whitesburg Dr., Huntsville, AL 35802",Legacy Bible College
"1520 Saint Olaf Avenue, Northfield, MN 55057",Minnesota Intercollegiate Nursing Consortium
"50 Broad Street, Suite 1617, New York, NY 10004",Studio Arts College International
"208 East Avenue B, Lampasas, TX 76550",Lampasas County Higher Education Center
"69 Graham Road, Suite A, Cuyahoga Falls, OH 44223",Georgie International Beauty Institute
"9999 Richmond Avenue, Houston, TX 77042",Sanford-Brown College - Houston
"711 Stewart Avenue, Garden City, NY 11530",Sanford-Brown Institute - Garden City
"5951 Earle Brown Drive, Brooklyn Center, MN 55430",Brown College Brooklyn Center Campus
"3307 3rd Avenue, West Seattle, WA 98119",Seattle Pacific Seminary
"571 Vance Avenue, Memphis, TN 38126",Health-Tech Institute of Memphis
"2014 Hornig Road, Philadelphia, PA 19116",International Association of Heat and Frost Insulators and Allied Workers Training Center
"8100 SW 8th Street, Suites 226-227, Miami, FL 33144",American Beauty Schools
"14420 Townsend Road, Suite C, Philadelphia, PA 19154",Steamfitter's Local Union 420 Training Center
"1000 Oakland Drive, Kalamazoo, MI 49008-8010",Western Michigan University Homer Stryker M.D. School of Medicine
"5405 Roberts Road, Hilliard, OH 43026",Mason Anthony School of Cosmetology Arts & Sciences
"100 Bayview Circle, Suite 560, Newport Beach, CA 92660",California Institute of Management and Technology
"2717 3rd Ave., North, Fargo, ND 58102",Lynnes Welding Training
"2416 Music Valley Dr., Ste. 119, Nashville, TN 37214",Mind Body Institute
"2500 N 900 W FL-15, Logan, UT 84321",Mountain Ridge Helicopters
"500 Corona Mall, Corona, CA 92879",David?s Academy of Beauty
"4700 Research Way, Lakeland, FL 33805",Florida Polytechnic University
"1201 Kitty Hawk Rd, Universal City, TX 78148",Northeast Lakeview College
"309 Wigley Administration Center, Mankato, MN 56001","Minnesota State University, Mankato"
"12257 Business Park Drive, Bldg #6, Draper, UT 84020",Ameritech College of Healthcare
"225 Peachtree Street, Suite 1925, Atlanta, GA 30303",Institute of Medical Ultrasound
"7475 Kanai Avenue, Citrus Heights, CA 95621",Medical Career College of Northern California
"27975 Old 41 Road, Suite 201, Bonita Springs, FL 34135",Braxton College
"2304 Busch Boulevard, Tampa, FL 33613",Medical Prep Institute
"10400 Linn Station Road, Suite 120, Louisville, KY 40223",MedQuest College
"11350 Valley Boulevard, El Monte, CA 91731",Regan Career Institute
"5834 Monroe Street, Sylvania, OH 43560",Ross College
"2233 Watt Avenue, Suite 150, Sacramento, CA 95825",Sacramento Ultrasound Institute
"28 S Fir Street, Suite 212, Medford, OR 97501",Pacific Bible College
"2223 Ho'one'e Place, Honolulu, HI 96819",Pacific Rim Christian University
"6606 Weber Rd., Corpus Christi, TX 78413",Stark College and Seminary
"434 South Union Street, Westfield, IN 46074",Union Bible College
"1515 S. Shiloh Road, Billings, MT 59106",Yellowstone Christian College
"2800 13th Street, SW, Canton, OH 44702",Canton City Schools - Adult Community Education
"5375 Ingram Road, Deatsville, AL 36022",J.F. Ingram Technical College
"638 Columbia Street Extension, Latham, NY 12110","John Paolo's Xtreme Beauty Institute, Goldwell Products Artistry"
"308 Martinsburg Road, Mount Vernon, OH 43050",Knox Technical Center
"400 West Moore Street, Dublin, GA 31021",KVN Beauty Academy
"26429 Rancho Parkway South #150, Lake Forest, CA 92630",Orange County EMT
"905 Park Avenue, Lakewood, NJ 08701",Yeshiva Bais Aharon
"178 Maple Ave. POB 253, Monsey, NY 10952",Yeshiva Shaar Ephraim
"1500 Vermont Avenue, Lakewood, NJ 08701",Bais Medrash Zichron Meir
"511/513 Ocean Avenue, Lakewood, NJ 08701",Yeshiva Gedolah Shaarei Shmuel
"P.O. Box 1367, Monroe, NY 10949",Yeshivas Maharit D'Satmar
"614 South 5th Street, Immokalee, FL",Lorenzo Walker Institute of Technolgy
"2930 Patrick Henry Drive, Falls Church, VA",Sanz School
"120 N. Clovis Avenue, Clovis, CA 93612",California Health Sciences University
"47 Sixth Street, Petaluma, CA 94952",Meridian University
"1221 Preservation Park Way, Suite 100, Oakland, CA 94612",Reach Institute for School Leadership
"1637 Capalina Road, San Marcos, CA 92069",University of Saint Katherine
"617 W 7th Street, Los Angeles, CA 90017",The Chicago School of Professional Psychology
"10601 Calle Lee, Ste. #179, Los Alamitos, CA 90720",Touro University Worldwide
"700 Windy Point Drive, San Marcos, CA 92069",University of St. Augustine for Health Sciences
"1111 8th Street, San Francisco, CA 94107",California College of the Arts
"RR 2 Box 52A, Delbarton, WV 25670-9797",Mingo Extended Learning Center
"785 Shugart Road, Suite 1, Dalton, GA 30721",Georgia Beauty Academy - Dalton
"28300 SW 152nd Avenue, Leisure City, FL 33033",South Dade Technical College
"555 Route 18, East Brunswick, NJ 08816",American Institute of Alternative Medicine
"9636 Earhart Rd., Oakland, CA 94621",Aviation Institute of Maintenance
"1600 Terrell Mill Road, Suite G, Marietta, GA 30067",Everest Institute - Marietta Campus
"2841 Greenbrier Parkway SW, Atlanta, GA 30331",Altierus Career College
"118 52nd St., Pittsburgh, PA 15201",Goodwill Employment Training Center
"10 Al Paul Ln., Ste. 204, Merrimack, NH 03054",Harmony Health Care Institute
"978 Nash Rd., New Bedford, MA 02746",J & J Driving School and Logistics
"1038 Shine Ave., Myrtle Beach, SC 29577",Pittsburgh Institute of Aeronautics-Myrtle Beach
"2000 South Padre Island Drive, Corpus Christi, TX 78416",South Texas Vocational Technical Institute
"6465 Sycamore Canyon Blvd., Riverside, CA 92507",Platt College - Riverside
"8 Presidential Way, Woburn, MA 01801",Porter and Chester Institute
"2501 Monroe Blvd., Norristown, PA 19401",Star Career Academy-Norristown
"6800 Santa Teresa Blvd., Ste. 200, San Jose, CA 85119",Unitek College
"1401 Willow Pass Rd., Concord, CA 94520",Unitek College
"4175 E. Conant St., Long Beach, CA 90808",Universal Technical Institute of Southern California
"5151 Regents Blvd., Irving, TX 75063",Universal Technical Institute
"1313 East Sibley Boulevard, Dolton, IL 60419",Adonis College of Nursing
"979 Lehigh Avenue, Union, NJ 07083",Health Promotion Information (HPI) School of Allied Health
"41300 Christy Street, Fremont, CA 94538",Medical Career College
"235 Lincoln Road, Suite 200, Miami Beach, FL 33139",Mind Fuel School
"1611 Chisholm Trail, Suite 200, Round Rock, TX 78681",Career Institute of Technology
"2376 Sir Barton Way, Lexington, KY 40509",American National University
"101 Milton Street, Lakewood, NJ 08701",Bais Medrash Mayan Hatorah
"950 Massachusetts Avenue, Lakewood, NJ 08701",Yeshiva Chemdas Hatorah
"1083 Brook Road, Lakewood, NJ 08701",Yeshiva Gedolah Keren Hatorah
"21 Rockview Avenue, North Plainfield, NJ 07060",Yeshiva Gedolah Tiferes Boruch
"701 Blooming Grove Turnpike, New Windsor, NY 07060",Yeshiva Ohr Naftoli
"1600 Triplett Blvd. Suite 400, Akron, OH 44306",American Winds Aviation
"695 Park Avenue, New York, NY 10065",Hunter College - CUNY
"94-20 Guy R. Brewer Blvd., Jamaica, NY 11451",York College - CUNY
"161 Chestnut Street, Rochester, NY 14604",Rochester Educational Opportunity Center
"320 South Sevice Road, Melville, NY 11747",SBI Campus an affiliate of Samford Brown
"155 West Roe Blvd., Patchouge, NY 11772",St. Joseph's College Long Island
"245 Clinton Ave., Brooklyn, NY 11205",St. Joseph's College New York
"206 Prospect Ave., Syracuse, NY 13202",St. Joseph's College of Nursing at St. Joseph's Hopital Health Center
"226 West 26th Street, New York, NY 10001",Swedish Institute a College of Health Science
"30-50 Whitestone Exspressway Suite 400, Flushing, NY 11354",The Transitions Career Institute
"1095 K Street, Suite B, San Diego, CA 92101",San Diego Global Knowledge University
"3699 Wilshire Blvd., Suite 970, Los Angeles, CA 90010",Merit University
"5030 Bradenton Avenue, Dublin, OH 43017",Groove U
"4346 Secor Road, Toledo, OH 43623",Global Tech College
"7100 West Chandler Boulevard #5, #6, Chandler, AZ 85226",International Barber College
"1349 East Henri De Tonti, Suite D & F, Springdale, AR 72762","DeSigner Barber & Stylist School, LLC"
"495 Indian Trail Road, Lilburn, GA 30047",Hogan Institute of Cosmetology and Esthetics
"2190 Henderson Mill Road, Atlanta, GA 30345",Empire Beauty School
"701 East 79th Street, Chicago, IL 60619",Larry?s Barber College
"2049 NW Hoyt St, Portland, OR 97209",Process Work Institute
"1500 State Street, San Diego, CA 92101",International College of Holistic Studies
"Avenida Winston Churchill #305 Urbanizacion El Sen, Rio Piedras, PR 00926",Neo-Esthetique  European Institute
"535 West Main, Jenks, OK 74037",Jenks Beauty College
"1788 West 4th Street, Ontario, OH 44906",Apex Academy Hair Skin Nails School of Cosmetology
"789 Hebron Road, Suite J, Heath, OH 43056",Ohio State School of Cosmetology - Heath
"1207 Center Street, New Iberia, LA 70560",J?s Barber College
"1458 Holly Ln NE, Atlanta, GA 30329",Yeshiva Ohr Yisrael
"301 East Mitchel, San Antonio, TX 78210",Bexar County Juvenile Probation Department (BCJPD)
"4317 NE Emerson, Portland, OR 97218",POCA Technical Institute
"1918 West 4100 South, Suite 200, Salt Lake City, UT 84119",American One English Schools
"6500 SW Pacific Boulevard, Albany, OR 97321",English Language and Culture Institute-Albany
"801 N. Pitt Street, Suite #102, Alexandria, VA 22314",Forum Intensive English Center
"5950 Lakehurst Dr., Orlando, FL 32819",Harvest English Institute - Orlando
"420 Lincoln Road, Suite 324, Miami Beach, FL 33139",Just.Go -  Languages Center
"221 College Lane, Salem, VA 24153",Language Consultants International (LCI) Roanoke
"2191 N.E. 163rd St., Suite 13, North Miami Beach, FL 33162",Miami International Language Academy (MILA)
"15301Ventura Blvd., Sherman Oaks, CA 91403",Open Hearts Language Academy - LA
"180 Madison Ave, New York, NY 10016",Open Hearts Language Academy - NYC
"1701 Park Center Drive,, Suite 100, Orlando, FL 32835",Open Hearts Language Academy - Orlando
"1915 Hollywood Blvd, Hollywood, FL 33020",SBL North
"3300 Riverside Dr, Burbank, CA 91505",The ESL School at NYFA Los Angeles
"17 Battery Place, New York, NY 10004","The ESL School at NYFA, New York"
"420 Lincoln Rd, Miami Beach, FL 33139","The ESL School at NYFA, South Beach"
"133 N. River Street, Wilkes-Barre, PA 18702",Uceda School of Pennsylvania
"3401 S. Congress Ave. Suites 201/202, Palm Springs, FL 33461",Uceda School of West Palm Beach 2
"480 Pharr Road, Atlanta, GA 30305",Montessori Teacher Education Institute of Atlanta
"1106 East High Street, Springfield, OH 45504",Nightingale Montessori Institute of Teacher Education
"135 Lewis Rast Road, Swansea, SC 29160",Sandhills Montessori Institute
"535 Watson Drive, Claremont, CA 91711",Keck Graduate Institue
"6832 Convent Boulevard, Sylvania, OH 43560",Lourdes University
"7209 Turner Lake Road, Covington, GA 30014",Golden Razor Academy of Cosmetology
"561 Southeast Melody Lane, Lee?s Summit, MO 64063",Z Hair Academy Inc
"2400 Cerrillos Road, Suite 2434, Santa Fe, NM 87505",Vogue College of Cosmetology
"320 West Water, Suite A, Kerrville, TX 78028",Ammi Barber Academy
"1860 Lincoln Street, Denver, CO 80203",Denver Public Schools
"12721 West Watson, St. Louis, MO 63127",Applied Technology Services-South County
"4431 South Fremont, Springfield, MO 65804-7307",Mercy College of Nursing and Health Sciences Southwest Baptist University
"1422 West Peachtree Street, N.E., Atlanta, GA 30309",John Marshall Law School - Atanta
"2 Hudson Pl. 2nd Fl., Hoboken, NJ 07030",Cortiva Institute-New Jersey Hoboken Campus
"310 Ward Pwy, Kansas City, MO 64112",L'Ecole Culinaire - Kansas City
"645 Andover Park West, Seattle, WA 98188",Sanford-Brown College
"1265 El Camino Real #250, Santa Clara, CA 95050",California College of Communications
"8251 Greensboro Drive, Suite 700, McLean, VA 22102","Comprehensive Language Center, Inc."
"5242 West Camelback Road, Suite 101, Glendale, AZ 85301",Grifols Academy of Plasmapheresis
"380 Polaris Parkway, Suite 110, Westerville, OH 43082",MyComputerCareer.com / TechSkills
"1300 N. State Street, Bellingham, WA 98225",Cascade Business College
"524 Trinity Ave, St. Louis, MO 63130",COCA ? Center of Creative Arts
"13100 Shaker Square, Cleveland, OH 44120",Flawless Barber Academy
"102 Broad Street, Hattiesburg, MS 34901",Unlimited Cosmetology School LLC
"6600 Menaul Boulevard NE Suite M002, Albuquerque, MN 87110","The Avenue Academy, A Cosmetology Institute"
"255 Liberty Street NE, Salem, OR 97301",Johnny Matthew?s Hairdressing Training School
"11701 Jollyville Road Suite 103, Austin, TX 78759",Ann Webb Skin Institute
"8381 Old Courthouse Road  Suite 320, Vienna, VA 22182",The Esthetic Institute
"12344 Pacific Street, Omaha, NE 68154",Mid America Montessori Teacher Training Institute
"700 Knox Ct, Denver, CO 80204",The Montessori Institute Denver
"5237 Ashton Road, Sarasota, FL 34233",Program Name: Center for Guided Montessori Studies
"4809 Grand Avenue, Billings, MT 59106",Age of Montessori
"Av. Jose Santana, Carolina, PR 00000",Caribbean Aviation Training In stitute
"111 NE 1st Street, 3rd Floor, Miami, FL 33132",Innova College
"669 Pioneer Rd #500, Rexburg, ID 83440",Rexburg College of Massage Therapy
"1620 L St NW, Washington, DC 20036",Daniel Morgan Graduate School of National Security
"115 Rockwood Ln, Hazard, KY 41701",Kentucky River Community Care
"6012 Ridge Ave, Philadelphia, PA 19128","Intercommunity Action, Inc"
"2502 Chamblee Tucker Road, Chamblee, GA 30341",Malik College
"1740 N. Terrilou Court, Palmer, AR 99645",Northern Industrial Training
"19251 Highland Road, Baton Rouge, LA 70809","Pelican Chapter Associated Builders and Contractors, Training Center"
"1701 Whitney Mesa Drive, Suite 104, Henderson, NV 89014",Finishing Trades Institute of the Southwest
"1460 E. Holt Ave., Suite 72, Pomona, CA 91767",St. Luke University
"261 Fifth Ave, New York, NY 10016","Christine Valmy International School for Esthetics, Skin Care & Makeup"
"Carr #189 Km 6.0, Gurabo, PR 00778",Richport Technical College
"1724 1st Avenue North, Suite 120, Bessemer, AL 35020",Brown Beauty Barber School
"1401 Morehead Avenue, Durham, NC 27707",Bull City Durham Beauty and Barber College
"6021 Cloverland Drive, Brentwood, TN 37027",Montessori Training Center of Brentwood
"979 Reseda Drive, Houston, TX 77062",Gulf Coast Montessori Teacher Education Center
"13612 Midway Road, Suite 250, Dallas, TX 75244",Montessori Institute of North Texas
"17 Ames Avenue, Rutherford, NJ 07070",Gain Ville Learning Center
"1524 Ridgewood Ave, Holly Hill, FL 32117",Installer Institute
"9856 Business Park Dr., Sacramento, CA 95827",I-TAP (Independent Training & Apprenticeship Program)
"13720 Roe Avenue, Bldg. C, Leawood, KS 66224",Saint Paul School of Theology
"1227 47th Street, Brooklyn, NY 11219",Yeshiva Kollel Tifereth Elizer
"200 Center Street, Keyport, NJ 07735",Yeshiva Gedolah of Cliffwood
"1681 North College Avenue, Bloomington, IN 47404","Tricoci University of Beauty Culture, LLC"
"213 West Alabama, Ruston, LA 71270","Allura Academy of Beauty, Ruston"
"2948 Ryan Street, Lake Charles, LA 70601",Avery James School of Cosmetology
"1701 K Street NW, Suite 250, Washington DC, DC 20006",TEACH-NOW Graduate School of Education
